,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
263,LP001871,Female,No,0,Graduate,No,72000,0.0,1200000.0,360.0,1.0,Rural,Y
264,LP001872,Male,No,0,Graduate,Yes,51660,0.0,1280000.0,360.0,1.0,Semiurban,Y
265,LP001875,Male,No,0,Graduate,No,40950,34470.0,1510000.0,360.0,1.0,Rural,Y
266,LP001877,Male,Yes,2,Graduate,No,47080,13870.0,1500000.0,360.0,1.0,Semiurban,Y
267,LP001882,Male,Yes,3+,Graduate,No,43330,18110.0,1600000.0,360.0,0.0,Urban,Y
268,LP001883,Female,No,0,Graduate,,34180,0.0,1350000.0,360.0,1.0,Rural,N
269,LP001884,Female,No,1,Graduate,No,28760,15600.0,900000.0,360.0,1.0,Urban,Y
270,LP001888,Female,No,0,Graduate,No,32370,0.0,300000.0,360.0,1.0,Urban,Y
271,LP001891,Male,Yes,0,Graduate,No,111460,0.0,1360000.0,360.0,1.0,Urban,Y
272,LP001892,Male,No,0,Graduate,No,28330,18570.0,1260000.0,360.0,1.0,Rural,Y
273,LP001894,Male,Yes,0,Graduate,No,26200,22230.0,1500000.0,360.0,1.0,Semiurban,Y
274,LP001896,Male,Yes,2,Graduate,No,39000,0.0,900000.0,360.0,1.0,Semiurban,Y
275,LP001900,Male,Yes,1,Graduate,No,27500,18420.0,1150000.0,360.0,1.0,Semiurban,Y
276,LP001903,Male,Yes,0,Graduate,No,39930,32740.0,2070000.0,360.0,1.0,Semiurban,Y
277,LP001904,Male,Yes,0,Graduate,No,31030,13000.0,800000.0,360.0,1.0,Urban,Y
278,LP001907,Male,Yes,0,Graduate,No,145830,0.0,4360000.0,360.0,1.0,Semiurban,Y
279,LP001908,Female,Yes,0,Not Graduate,No,41000,0.0,1240000.0,360.0,,Rural,Y
280,LP001910,Male,No,1,Not Graduate,Yes,40530,24260.0,1580000.0,360.0,0.0,Urban,N
281,LP001914,Male,Yes,0,Graduate,No,39270,8000.0,1120000.0,360.0,1.0,Semiurban,Y
282,LP001915,Male,Yes,2,Graduate,No,23010,9857.999878,780000.0,180.0,1.0,Urban,Y
283,LP001917,Female,No,0,Graduate,No,18110,16660.0,540000.0,360.0,1.0,Urban,Y
284,LP001922,Male,Yes,0,Graduate,No,206670,0.0,,360.0,1.0,Rural,N
285,LP001924,Male,No,0,Graduate,No,31580,30530.0,890000.0,360.0,1.0,Rural,Y
286,LP001925,Female,No,0,Graduate,Yes,26000,17170.0,990000.0,300.0,1.0,Semiurban,N
287,LP001926,Male,Yes,0,Graduate,No,37040,20000.0,1200000.0,360.0,1.0,Rural,Y
288,LP001931,Female,No,0,Graduate,No,41240,0.0,1150000.0,360.0,1.0,Semiurban,Y
289,LP001935,Male,No,0,Graduate,No,95080,0.0,1870000.0,360.0,1.0,Rural,Y
290,LP001936,Male,Yes,0,Graduate,No,30750,24160.0,1390000.0,360.0,1.0,Rural,Y
291,LP001938,Male,Yes,2,Graduate,No,44000,0.0,1270000.0,360.0,0.0,Semiurban,N
292,LP001940,Male,Yes,2,Graduate,No,31530,15600.0,1340000.0,360.0,1.0,Urban,Y
293,LP001945,Female,No,,Graduate,No,54170,0.0,1430000.0,480.0,0.0,Urban,N
294,LP001947,Male,Yes,0,Graduate,No,23830,33340.0,1720000.0,360.0,1.0,Semiurban,Y
295,LP001949,Male,Yes,3+,Graduate,,44160,12500.0,1100000.0,360.0,1.0,Urban,Y
296,LP001953,Male,Yes,1,Graduate,No,68750,0.0,2000000.0,360.0,1.0,Semiurban,Y
297,LP001954,Female,Yes,1,Graduate,No,46660,0.0,1350000.0,360.0,1.0,Urban,Y
298,LP001955,Female,No,0,Graduate,No,50000,25410.0,1510000.0,480.0,1.0,Rural,N
299,LP001963,Male,Yes,1,Graduate,No,20140,29250.0,1130000.0,360.0,1.0,Urban,N
300,LP001964,Male,Yes,0,Not Graduate,No,18000,29340.0,930000.0,360.0,0.0,Urban,N
301,LP001972,Male,Yes,,Not Graduate,No,28750,17500.0,1050000.0,360.0,1.0,Semiurban,Y
302,LP001974,Female,No,0,Graduate,No,50000,0.0,1320000.0,360.0,1.0,Rural,Y
303,LP001977,Male,Yes,1,Graduate,No,16250,18030.0,960000.0,360.0,1.0,Urban,Y
304,LP001978,Male,No,0,Graduate,No,40000,25000.0,1400000.0,360.0,1.0,Rural,Y
305,LP001990,Male,No,0,Not Graduate,No,20000,0.0,,360.0,1.0,Urban,N
306,LP001993,Female,No,0,Graduate,No,37620,16660.0,1350000.0,360.0,1.0,Rural,Y
307,LP001994,Female,No,0,Graduate,No,24000,18630.0,1040000.0,360.0,0.0,Urban,N
308,LP001996,Male,No,0,Graduate,No,202330,0.0,4800000.0,360.0,1.0,Rural,N
309,LP001998,Male,Yes,2,Not Graduate,No,76670,0.0,1850000.0,360.0,,Rural,Y
310,LP002002,Female,No,0,Graduate,No,29170,0.0,840000.0,360.0,1.0,Semiurban,Y
311,LP002004,Male,No,0,Not Graduate,No,29270,24050.0,1110000.0,360.0,1.0,Semiurban,Y
312,LP002006,Female,No,0,Graduate,No,25070,0.0,560000.0,360.0,1.0,Rural,Y
313,LP002008,Male,Yes,2,Graduate,Yes,57460,0.0,1440000.0,84.0,,Rural,Y
314,LP002024,,Yes,0,Graduate,No,24730,18430.0,1590000.0,360.0,1.0,Rural,N
315,LP002031,Male,Yes,1,Not Graduate,No,33990,16400.0,1110000.0,180.0,1.0,Urban,Y
316,LP002035,Male,Yes,2,Graduate,No,37170,0.0,1200000.0,360.0,1.0,Semiurban,Y
317,LP002036,Male,Yes,0,Graduate,No,20580,21340.0,880000.0,360.0,,Urban,Y
318,LP002043,Female,No,1,Graduate,No,35410,0.0,1120000.0,360.0,,Semiurban,Y
319,LP002050,Male,Yes,1,Graduate,Yes,100000,0.0,1550000.0,360.0,1.0,Rural,N
320,LP002051,Male,Yes,0,Graduate,No,24000,21670.0,1150000.0,360.0,1.0,Semiurban,Y
321,LP002053,Male,Yes,3+,Graduate,No,43420,1890.0,1240000.0,360.0,1.0,Semiurban,Y
322,LP002054,Male,Yes,2,Not Graduate,No,36010,15900.0,,360.0,1.0,Rural,Y
323,LP002055,Female,No,0,Graduate,No,31660,29850.0,1320000.0,360.0,,Rural,Y
324,LP002065,Male,Yes,3+,Graduate,No,150000,0.0,3000000.0,360.0,1.0,Rural,Y
325,LP002067,Male,Yes,1,Graduate,Yes,86660,49830.0,3760000.0,360.0,0.0,Rural,N
326,LP002068,Male,No,0,Graduate,No,49170,0.0,1300000.0,360.0,0.0,Rural,Y
327,LP002082,Male,Yes,0,Graduate,Yes,58180,21600.0,1840000.0,360.0,1.0,Semiurban,Y
328,LP002086,Female,Yes,0,Graduate,No,43330,24510.0,1100000.0,360.0,1.0,Urban,N
329,LP002087,Female,No,0,Graduate,No,25000,0.0,670000.0,360.0,1.0,Urban,Y
330,LP002097,Male,No,1,Graduate,No,43840,17930.0,1170000.0,360.0,1.0,Urban,Y
331,LP002098,Male,No,0,Graduate,No,29350,0.0,980000.0,360.0,1.0,Semiurban,Y
332,LP002100,Male,No,,Graduate,No,28330,0.0,710000.0,360.0,1.0,Urban,Y
333,LP002101,Male,Yes,0,Graduate,,633370,0.0,4900000.0,180.0,1.0,Urban,Y
334,LP002103,,Yes,1,Graduate,Yes,98330,18330.0,1820000.0,180.0,1.0,Urban,Y
335,LP002106,Male,Yes,,Graduate,Yes,55030,44900.0,700000.0,,1.0,Semiurban,Y
336,LP002110,Male,Yes,1,Graduate,,52500,6880.0,1600000.0,360.0,1.0,Rural,Y
337,LP002112,Male,Yes,2,Graduate,Yes,25000,46000.0,1760000.0,360.0,1.0,Rural,Y
338,LP002113,Female,No,3+,Not Graduate,No,18300,0.0,,360.0,0.0,Urban,N
339,LP002114,Female,No,0,Graduate,No,41600,0.0,710000.0,360.0,1.0,Semiurban,Y
340,LP002115,Male,Yes,3+,Not Graduate,No,26470,15870.0,1730000.0,360.0,1.0,Rural,N
341,LP002116,Female,No,0,Graduate,No,23780,0.0,460000.0,360.0,1.0,Rural,N
342,LP002119,Male,Yes,1,Not Graduate,No,45540,12290.0,1580000.0,360.0,1.0,Urban,Y
343,LP002126,Male,Yes,3+,Not Graduate,No,31730,0.0,740000.0,360.0,1.0,Semiurban,Y
344,LP002128,Male,Yes,2,Graduate,,25830,23300.0,1250000.0,360.0,1.0,Rural,Y
345,LP002129,Male,Yes,0,Graduate,No,24990,24580.0,1600000.0,360.0,1.0,Semiurban,Y
346,LP002130,Male,Yes,,Not Graduate,No,35230,32300.0,1520000.0,360.0,0.0,Rural,N
347,LP002131,Male,Yes,2,Not Graduate,No,30830,21680.0,1260000.0,360.0,1.0,Urban,Y
348,LP002137,Male,Yes,0,Graduate,No,63330,45830.0,2590000.0,360.0,,Semiurban,Y
349,LP002138,Male,Yes,0,Graduate,No,26250,62500.0,1870000.0,360.0,1.0,Rural,Y
350,LP002139,Male,Yes,0,Graduate,No,90830,0.0,2280000.0,360.0,1.0,Semiurban,Y
351,LP002140,Male,No,0,Graduate,No,87500,41670.0,3080000.0,360.0,1.0,Rural,N
352,LP002141,Male,Yes,3+,Graduate,No,26660,20830.0,950000.0,360.0,1.0,Rural,Y
353,LP002142,Female,Yes,0,Graduate,Yes,55000,0.0,1050000.0,360.0,0.0,Rural,N
354,LP002143,Female,Yes,0,Graduate,No,24230,5050.0,1300000.0,360.0,1.0,Semiurban,Y
355,LP002144,Female,No,,Graduate,No,38130,0.0,1160000.0,180.0,1.0,Urban,Y
356,LP002149,Male,Yes,2,Graduate,No,83330,31670.0,1650000.0,360.0,1.0,Rural,Y
357,LP002151,Male,Yes,1,Graduate,No,38750,0.0,670000.0,360.0,1.0,Urban,N
358,LP002158,Male,Yes,0,Not Graduate,No,30000,16660.0,1000000.0,480.0,0.0,Urban,N
359,LP002160,Male,Yes,3+,Graduate,No,51670,31670.0,2000000.0,360.0,1.0,Semiurban,Y
360,LP002161,Female,No,1,Graduate,No,47230,0.0,810000.0,360.0,1.0,Semiurban,N
361,LP002170,Male,Yes,2,Graduate,No,50000,36670.0,2360000.0,360.0,1.0,Semiurban,Y
362,LP002175,Male,Yes,0,Graduate,No,47500,23330.0,1300000.0,360.0,1.0,Urban,Y
363,LP002178,Male,Yes,0,Graduate,No,30130,30330.0,950000.0,300.0,,Urban,Y
364,LP002180,Male,No,0,Graduate,Yes,68220,0.0,1410000.0,360.0,1.0,Rural,Y
365,LP002181,Male,No,0,Not Graduate,No,62160,0.0,1330000.0,360.0,1.0,Rural,N
366,LP002187,Male,No,0,Graduate,No,25000,0.0,960000.0,480.0,1.0,Semiurban,N
367,LP002188,Male,No,0,Graduate,No,51240,0.0,1240000.0,,0.0,Rural,N
368,LP002190,Male,Yes,1,Graduate,No,63250,0.0,1750000.0,360.0,1.0,Semiurban,Y
369,LP002191,Male,Yes,0,Graduate,No,197300,52660.0,5700000.0,360.0,1.0,Rural,N
370,LP002194,Female,No,0,Graduate,Yes,157590,0.0,550000.0,360.0,1.0,Semiurban,Y
371,LP002197,Male,Yes,2,Graduate,No,51850,0.0,1550000.0,360.0,1.0,Semiurban,Y
372,LP002201,Male,Yes,2,Graduate,Yes,93230,78730.0,3800000.0,300.0,1.0,Rural,Y
373,LP002205,Male,No,1,Graduate,No,30620,19870.0,1110000.0,180.0,0.0,Urban,N
374,LP002209,Female,No,0,Graduate,,27640,14590.0,1100000.0,360.0,1.0,Urban,Y
375,LP002211,Male,Yes,0,Graduate,No,48170,9230.0,1200000.0,180.0,1.0,Urban,Y
376,LP002219,Male,Yes,3+,Graduate,No,87500,49960.0,1300000.0,360.0,1.0,Rural,Y
377,LP002223,Male,Yes,0,Graduate,No,43100,0.0,1300000.0,360.0,,Semiurban,Y
378,LP002224,Male,No,0,Graduate,No,30690,0.0,710000.0,480.0,1.0,Urban,N
379,LP002225,Male,Yes,2,Graduate,No,53910,0.0,1300000.0,360.0,1.0,Urban,Y
380,LP002226,Male,Yes,0,Graduate,,33330,25000.0,1280000.0,360.0,1.0,Semiurban,Y
381,LP002229,Male,No,0,Graduate,No,59410,42320.0,2960000.0,360.0,1.0,Semiurban,Y
382,LP002231,Female,No,0,Graduate,No,60000,0.0,1560000.0,360.0,1.0,Urban,Y
383,LP002234,Male,No,0,Graduate,Yes,71670,0.0,1280000.0,360.0,1.0,Urban,Y
384,LP002236,Male,Yes,2,Graduate,No,45660,0.0,1000000.0,360.0,1.0,Urban,N
385,LP002237,Male,No,1,Graduate,,36670,0.0,1130000.0,180.0,1.0,Urban,Y
386,LP002239,Male,No,0,Not Graduate,No,23460,16000.0,1320000.0,360.0,1.0,Semiurban,Y
387,LP002243,Male,Yes,0,Not Graduate,No,30100,31360.0,,360.0,0.0,Urban,N
388,LP002244,Male,Yes,0,Graduate,No,23330,24170.0,1360000.0,360.0,1.0,Urban,Y
389,LP002250,Male,Yes,0,Graduate,No,54880,0.0,1250000.0,360.0,1.0,Rural,Y
390,LP002255,Male,No,3+,Graduate,No,91670,0.0,1850000.0,360.0,1.0,Rural,Y
391,LP002262,Male,Yes,3+,Graduate,No,95040,0.0,2750000.0,360.0,1.0,Rural,Y
392,LP002263,Male,Yes,0,Graduate,No,25830,21150.0,1200000.0,360.0,,Urban,Y
393,LP002265,Male,Yes,2,Not Graduate,No,19930,16250.0,1130000.0,180.0,1.0,Semiurban,Y
394,LP002266,Male,Yes,2,Graduate,No,31000,14000.0,1130000.0,360.0,1.0,Urban,Y
395,LP002272,Male,Yes,2,Graduate,No,32760,4840.0,1350000.0,360.0,,Semiurban,Y
396,LP002277,Female,No,0,Graduate,No,31800,0.0,710000.0,360.0,0.0,Urban,N
397,LP002281,Male,Yes,0,Graduate,No,30330,14590.0,950000.0,360.0,1.0,Urban,Y
398,LP002284,Male,No,0,Not Graduate,No,39020,16660.0,1090000.0,360.0,1.0,Rural,Y
399,LP002287,Female,No,0,Graduate,No,15000,18000.0,1030000.0,360.0,0.0,Semiurban,N
400,LP002288,Male,Yes,2,Not Graduate,No,28890,0.0,450000.0,180.0,0.0,Urban,N
401,LP002296,Male,No,0,Not Graduate,No,27550,0.0,650000.0,300.0,1.0,Rural,N
402,LP002297,Male,No,0,Graduate,No,25000,200000.0,1030000.0,360.0,1.0,Semiurban,Y
403,LP002300,Female,No,0,Not Graduate,No,19630,0.0,530000.0,360.0,1.0,Semiurban,Y
404,LP002301,Female,No,0,Graduate,Yes,74410,0.0,1940000.0,360.0,1.0,Rural,N
405,LP002305,Female,No,0,Graduate,No,45470,0.0,1150000.0,360.0,1.0,Semiurban,Y
406,LP002308,Male,Yes,0,Not Graduate,No,21670,24000.0,1150000.0,360.0,1.0,Urban,Y
407,LP002314,Female,No,0,Not Graduate,No,22130,0.0,660000.0,360.0,1.0,Rural,Y
408,LP002315,Male,Yes,1,Graduate,No,83000,0.0,1520000.0,300.0,0.0,Semiurban,N
409,LP002317,Male,Yes,3+,Graduate,No,810000,0.0,3600000.0,360.0,0.0,Rural,N
410,LP002318,Female,No,1,Not Graduate,Yes,38670,0.0,620000.0,360.0,1.0,Semiurban,N
411,LP002319,Male,Yes,0,Graduate,,62560,0.0,1600000.0,360.0,,Urban,Y
412,LP002328,Male,Yes,0,Not Graduate,No,60960,0.0,2180000.0,360.0,0.0,Rural,N
413,LP002332,Male,Yes,0,Not Graduate,No,22530,20330.0,1100000.0,360.0,1.0,Rural,Y
414,LP002335,Female,Yes,0,Not Graduate,No,21490,32370.0,1780000.0,360.0,0.0,Semiurban,N
415,LP002337,Female,No,0,Graduate,No,29950,0.0,600000.0,360.0,1.0,Urban,Y
416,LP002341,Female,No,1,Graduate,No,26000,0.0,1600000.0,360.0,1.0,Urban,N
417,LP002342,Male,Yes,2,Graduate,Yes,16000,200000.0,2390000.0,360.0,1.0,Urban,N
418,LP002345,Male,Yes,0,Graduate,No,10250,27730.0,1120000.0,360.0,1.0,Rural,Y
419,LP002347,Male,Yes,0,Graduate,No,32460,14170.0,1380000.0,360.0,1.0,Semiurban,Y
420,LP002348,Male,Yes,0,Graduate,No,58290,0.0,1380000.0,360.0,1.0,Rural,Y
421,LP002357,Female,No,0,Not Graduate,No,27200,0.0,800000.0,,0.0,Urban,N
422,LP002361,Male,Yes,0,Graduate,No,18200,17190.0,1000000.0,360.0,1.0,Urban,Y
423,LP002362,Male,Yes,1,Graduate,No,72500,16670.0,1100000.0,,0.0,Urban,N
424,LP002364,Male,Yes,0,Graduate,No,148800,0.0,960000.0,360.0,1.0,Semiurban,Y
425,LP002366,Male,Yes,0,Graduate,No,26660,43000.0,1210000.0,360.0,1.0,Rural,Y
426,LP002367,Female,No,1,Not Graduate,No,46060,0.0,810000.0,360.0,1.0,Rural,N
427,LP002368,Male,Yes,2,Graduate,No,59350,0.0,1330000.0,360.0,1.0,Semiurban,Y
428,LP002369,Male,Yes,0,Graduate,No,29200,161.2000084,870000.0,360.0,1.0,Rural,Y
429,LP002370,Male,No,0,Not Graduate,No,27170,0.0,600000.0,180.0,1.0,Urban,Y
430,LP002377,Female,No,1,Graduate,Yes,86240,0.0,1500000.0,360.0,1.0,Semiurban,Y
431,LP002379,Male,No,0,Graduate,No,65000,0.0,1050000.0,360.0,0.0,Rural,N
432,LP002386,Male,No,0,Graduate,,128760,0.0,4050000.0,360.0,1.0,Semiurban,Y
433,LP002387,Male,Yes,0,Graduate,No,24250,23400.0,1430000.0,360.0,1.0,Semiurban,Y
434,LP002390,Male,No,0,Graduate,No,37500,0.0,1000000.0,360.0,1.0,Urban,Y
435,LP002393,Female,,,Graduate,No,100470,0.0,,240.0,1.0,Semiurban,Y
436,LP002398,Male,No,0,Graduate,No,19260,18510.0,500000.0,360.0,1.0,Semiurban,Y
437,LP002401,Male,Yes,0,Graduate,No,22130,11250.0,,360.0,1.0,Urban,Y
438,LP002403,Male,No,0,Graduate,Yes,104160,0.0,1870000.0,360.0,0.0,Urban,N
439,LP002407,Female,Yes,0,Not Graduate,Yes,71420,0.0,1380000.0,360.0,1.0,Rural,Y
440,LP002408,Male,No,0,Graduate,No,36600,50640.0,1870000.0,360.0,1.0,Semiurban,Y
441,LP002409,Male,Yes,0,Graduate,No,79010,18330.0,1800000.0,360.0,1.0,Rural,Y
442,LP002418,Male,No,3+,Not Graduate,No,47070,19930.0,1480000.0,360.0,1.0,Semiurban,Y
443,LP002422,Male,No,1,Graduate,No,377190,0.0,1520000.0,360.0,1.0,Semiurban,Y
444,LP002424,Male,Yes,0,Graduate,No,73330,83330.0,1750000.0,300.0,,Rural,Y
445,LP002429,Male,Yes,1,Graduate,Yes,34660,12100.0,1300000.0,360.0,1.0,Rural,Y
446,LP002434,Male,Yes,2,Not Graduate,No,46520,0.0,1100000.0,360.0,1.0,Rural,Y
447,LP002435,Male,Yes,0,Graduate,,35390,13760.0,550000.0,360.0,1.0,Rural,N
448,LP002443,Male,Yes,2,Graduate,No,33400,17100.0,1500000.0,360.0,0.0,Rural,N
449,LP002444,Male,No,1,Not Graduate,Yes,27690,15420.0,1900000.0,360.0,,Semiurban,N
450,LP002446,Male,Yes,2,Not Graduate,No,23090,12550.0,1250000.0,360.0,0.0,Rural,N
451,LP002447,Male,Yes,2,Not Graduate,No,19580,14560.0,600000.0,300.0,,Urban,Y
452,LP002448,Male,Yes,0,Graduate,No,39480,17330.0,1490000.0,360.0,0.0,Rural,N
453,LP002449,Male,Yes,0,Graduate,No,24830,24660.0,900000.0,180.0,0.0,Rural,Y
454,LP002453,Male,No,0,Graduate,Yes,70850,0.0,840000.0,360.0,1.0,Semiurban,Y
455,LP002455,Male,Yes,2,Graduate,No,38590,0.0,960000.0,360.0,1.0,Semiurban,Y
456,LP002459,Male,Yes,0,Graduate,No,43010,0.0,1180000.0,360.0,1.0,Urban,Y
457,LP002467,Male,Yes,0,Graduate,No,37080,25690.0,1730000.0,360.0,1.0,Urban,N
458,LP002472,Male,No,2,Graduate,No,43540,0.0,1360000.0,360.0,1.0,Rural,Y
459,LP002473,Male,Yes,0,Graduate,No,83340,0.0,1600000.0,360.0,1.0,Semiurban,N
460,LP002478,,Yes,0,Graduate,Yes,20830,40830.0,1600000.0,360.0,,Semiurban,Y
461,LP002484,Male,Yes,3+,Graduate,No,77400,0.0,1280000.0,180.0,1.0,Urban,Y
462,LP002487,Male,Yes,0,Graduate,No,30150,21880.0,1530000.0,360.0,1.0,Rural,Y
463,LP002489,Female,No,1,Not Graduate,,51910,0.0,1320000.0,360.0,1.0,Semiurban,Y
464,LP002493,Male,No,0,Graduate,No,41660,0.0,980000.0,360.0,0.0,Semiurban,N
465,LP002494,Male,No,0,Graduate,No,60000,0.0,1400000.0,360.0,1.0,Rural,Y
466,LP002500,Male,Yes,3+,Not Graduate,No,29470,16640.0,700000.0,180.0,0.0,Urban,N
467,LP002501,,Yes,0,Graduate,No,166920,0.0,1100000.0,360.0,1.0,Semiurban,Y
468,LP002502,Female,Yes,2,Not Graduate,,2100,29170.0,980000.0,360.0,1.0,Semiurban,Y
469,LP002505,Male,Yes,0,Graduate,No,43330,24510.0,1100000.0,360.0,1.0,Urban,N
470,LP002515,Male,Yes,1,Graduate,Yes,34500,20790.0,1620000.0,360.0,1.0,Semiurban,Y
471,LP002517,Male,Yes,1,Not Graduate,No,26530,15000.0,1130000.0,180.0,0.0,Rural,N
472,LP002519,Male,Yes,3+,Graduate,No,46910,0.0,1000000.0,360.0,1.0,Semiurban,Y
473,LP002522,Female,No,0,Graduate,Yes,25000,0.0,930000.0,360.0,,Urban,Y
474,LP002524,Male,No,2,Graduate,No,55320,46480.0,1620000.0,360.0,1.0,Rural,Y
475,LP002527,Male,Yes,2,Graduate,Yes,165250,10140.0,1500000.0,360.0,1.0,Rural,Y
476,LP002529,Male,Yes,2,Graduate,No,67000,17500.0,2300000.0,300.0,1.0,Semiurban,Y
477,LP002530,,Yes,2,Graduate,No,28730,18720.0,1320000.0,360.0,0.0,Semiurban,N
478,LP002531,Male,Yes,1,Graduate,Yes,166670,22500.0,860000.0,360.0,1.0,Semiurban,Y
479,LP002533,Male,Yes,2,Graduate,No,29470,16030.0,,360.0,1.0,Urban,N
480,LP002534,Female,No,0,Not Graduate,No,43500,0.0,1540000.0,360.0,1.0,Rural,Y
481,LP002536,Male,Yes,3+,Not Graduate,No,30950,0.0,1130000.0,360.0,1.0,Rural,Y
482,LP002537,Male,Yes,0,Graduate,No,20830,31500.0,1280000.0,360.0,1.0,Semiurban,Y
483,LP002541,Male,Yes,0,Graduate,No,108330,0.0,2340000.0,360.0,1.0,Semiurban,Y
484,LP002543,Male,Yes,2,Graduate,No,83330,0.0,2460000.0,360.0,1.0,Semiurban,Y
485,LP002544,Male,Yes,1,Not Graduate,No,19580,24360.0,1310000.0,360.0,1.0,Rural,Y
486,LP002545,Male,No,2,Graduate,No,35470,0.0,800000.0,360.0,0.0,Rural,N
487,LP002547,Male,Yes,1,Graduate,No,183330,0.0,5000000.0,360.0,1.0,Urban,N
488,LP002555,Male,Yes,2,Graduate,Yes,45830,20830.0,1600000.0,360.0,1.0,Semiurban,Y
489,LP002556,Male,No,0,Graduate,No,24350,0.0,750000.0,360.0,1.0,Urban,N
490,LP002560,Male,No,0,Not Graduate,No,26990,27850.0,960000.0,360.0,,Semiurban,Y
491,LP002562,Male,Yes,1,Not Graduate,No,53330,11310.0,1860000.0,360.0,,Urban,Y
492,LP002571,Male,No,0,Not Graduate,No,36910,0.0,1100000.0,360.0,1.0,Rural,Y
493,LP002582,Female,No,0,Not Graduate,Yes,172630,0.0,2250000.0,360.0,1.0,Semiurban,Y
494,LP002585,Male,Yes,0,Graduate,No,35970,21570.0,1190000.0,360.0,0.0,Rural,N
495,LP002586,Female,Yes,1,Graduate,No,33260,9130.0,1050000.0,84.0,1.0,Semiurban,Y
496,LP002587,Male,Yes,0,Not Graduate,No,26000,17000.0,1070000.0,360.0,1.0,Rural,Y
497,LP002588,Male,Yes,0,Graduate,No,46250,28570.0,1110000.0,12.0,,Urban,Y
498,LP002600,Male,Yes,1,Graduate,Yes,28950,0.0,950000.0,360.0,1.0,Semiurban,Y
499,LP002602,Male,No,0,Graduate,No,62830,44160.0,2090000.0,360.0,0.0,Rural,N
500,LP002603,Female,No,0,Graduate,No,6450,36830.0,1130000.0,480.0,1.0,Rural,Y
501,LP002606,Female,No,0,Graduate,No,31590,0.0,1000000.0,360.0,1.0,Semiurban,Y
502,LP002615,Male,Yes,2,Graduate,No,48650,56240.0,2080000.0,360.0,1.0,Semiurban,Y
503,LP002618,Male,Yes,1,Not Graduate,No,40500,53020.0,1380000.0,360.0,,Rural,N
504,LP002619,Male,Yes,0,Not Graduate,No,38140,14830.0,1240000.0,300.0,1.0,Semiurban,Y
505,LP002622,Male,Yes,2,Graduate,No,35100,44160.0,2430000.0,360.0,1.0,Rural,Y
506,LP002624,Male,Yes,0,Graduate,No,208330,66670.0,4800000.0,360.0,,Urban,Y
507,LP002625,,No,0,Graduate,No,35830,0.0,960000.0,360.0,1.0,Urban,N
508,LP002626,Male,Yes,0,Graduate,Yes,24790,30130.0,1880000.0,360.0,1.0,Urban,Y
509,LP002634,Female,No,1,Graduate,No,132620,0.0,400000.0,360.0,1.0,Urban,Y
510,LP002637,Male,No,0,Not Graduate,No,35980,12870.0,1000000.0,360.0,1.0,Rural,N
511,LP002640,Male,Yes,1,Graduate,No,60650,20040.0,2500000.0,360.0,1.0,Semiurban,Y
512,LP002643,Male,Yes,2,Graduate,No,32830,20350.0,1480000.0,360.0,1.0,Urban,Y
513,LP002648,Male,Yes,0,Graduate,No,21300,66660.0,700000.0,180.0,1.0,Semiurban,N
514,LP002652,Male,No,0,Graduate,No,58150,36660.0,3110000.0,360.0,1.0,Rural,N
515,LP002659,Male,Yes,3+,Graduate,No,34660,34280.0,1500000.0,360.0,1.0,Rural,Y
516,LP002670,Female,Yes,2,Graduate,No,20310,16320.0,1130000.0,480.0,1.0,Semiurban,Y
517,LP002682,Male,Yes,,Not Graduate,No,30740,18000.0,1230000.0,360.0,0.0,Semiurban,N
518,LP002683,Male,No,0,Graduate,No,46830,19150.0,1850000.0,360.0,1.0,Semiurban,N
519,LP002684,Female,No,0,Not Graduate,No,34000,0.0,950000.0,360.0,1.0,Rural,N
520,LP002689,Male,Yes,2,Not Graduate,No,21920,17420.0,450000.0,360.0,1.0,Semiurban,Y
521,LP002690,Male,No,0,Graduate,No,25000,0.0,550000.0,360.0,1.0,Semiurban,Y
522,LP002692,Male,Yes,3+,Graduate,Yes,56770,14240.0,1000000.0,360.0,1.0,Rural,Y
523,LP002693,Male,Yes,2,Graduate,Yes,79480,71660.0,4800000.0,360.0,1.0,Rural,Y
524,LP002697,Male,No,0,Graduate,No,46800,20870.0,,360.0,1.0,Semiurban,N
525,LP002699,Male,Yes,2,Graduate,Yes,175000,0.0,4000000.0,360.0,1.0,Rural,Y
526,LP002705,Male,Yes,0,Graduate,No,37750,0.0,1100000.0,360.0,1.0,Semiurban,Y
527,LP002706,Male,Yes,1,Not Graduate,No,52850,14300.0,1610000.0,360.0,0.0,Semiurban,Y
528,LP002714,Male,No,1,Not Graduate,No,26790,13020.0,940000.0,360.0,1.0,Semiurban,Y
529,LP002716,Male,No,0,Not Graduate,No,67830,0.0,1300000.0,360.0,1.0,Semiurban,Y
530,LP002717,Male,Yes,0,Graduate,No,10250,55000.0,2160000.0,360.0,,Rural,Y
531,LP002720,Male,Yes,3+,Graduate,No,42810,0.0,1000000.0,360.0,1.0,Urban,Y
532,LP002723,Male,No,2,Graduate,No,35880,0.0,1100000.0,360.0,0.0,Rural,N
533,LP002729,Male,No,1,Graduate,No,112500,0.0,1960000.0,360.0,,Semiurban,N
