Unnamed: 0,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
199,LP001673,Male,No,0,Graduate,Yes,110000,0.0,830000.0,360.0,1.0,Urban,N
415,LP002337,Female,No,0,Graduate,No,29950,0.0,600000.0,360.0,1.0,Urban,Y
394,LP002266,Male,Yes,2,Graduate,No,31000,14000.0,1130000.0,360.0,1.0,Urban,Y
588,LP002925,,No,0,Graduate,No,47500,0.0,940000.0,360.0,1.0,Semiurban,Y
457,LP002467,Male,Yes,0,Graduate,No,37080,25690.0,1730000.0,360.0,1.0,Urban,N
434,LP002390,Male,No,0,Graduate,No,37500,0.0,1000000.0,360.0,1.0,Urban,Y
364,LP002180,Male,No,0,Graduate,Yes,68220,0.0,1410000.0,360.0,1.0,Rural,Y
218,LP001732,Male,Yes,2,Graduate,,50000,0.0,720000.0,360.0,0.0,Semiurban,N
302,LP001974,Female,No,0,Graduate,No,50000,0.0,1320000.0,360.0,1.0,Rural,Y
569,LP002841,Male,Yes,0,Graduate,No,31660,20640.0,1040000.0,360.0,0.0,Urban,N
297,LP001954,Female,Yes,1,Graduate,No,46660,0.0,1350000.0,360.0,1.0,Urban,Y
73,LP001250,Male,Yes,3+,Not Graduate,No,47550,0.0,950000.0,,0.0,Semiurban,N
393,LP002265,Male,Yes,2,Not Graduate,No,19930,16250.0,1130000.0,180.0,1.0,Semiurban,Y
295,LP001949,Male,Yes,3+,Graduate,,44160,12500.0,1100000.0,360.0,1.0,Urban,Y
35,LP001106,Male,Yes,0,Graduate,No,22750,20670.0,,360.0,1.0,Urban,Y
435,LP002393,Female,,,Graduate,No,100470,0.0,,240.0,1.0,Semiurban,Y
29,LP001087,Female,No,2,Graduate,,37500,20830.0,1200000.0,360.0,1.0,Semiurban,Y
531,LP002720,Male,Yes,3+,Graduate,No,42810,0.0,1000000.0,360.0,1.0,Urban,Y
516,LP002670,Female,Yes,2,Graduate,No,20310,16320.0,1130000.0,480.0,1.0,Semiurban,Y
522,LP002692,Male,Yes,3+,Graduate,Yes,56770,14240.0,1000000.0,360.0,1.0,Rural,Y
309,LP001998,Male,Yes,2,Not Graduate,No,76670,0.0,1850000.0,360.0,,Rural,Y
584,LP002911,Male,Yes,1,Graduate,No,27870,19170.0,1460000.0,360.0,0.0,Rural,N
217,LP001726,Male,Yes,0,Graduate,No,37270,17750.0,1310000.0,360.0,1.0,Semiurban,Y
27,LP001073,Male,Yes,2,Not Graduate,No,42260,10400.0,1100000.0,360.0,1.0,Urban,Y
507,LP002625,,No,0,Graduate,No,35830,0.0,960000.0,360.0,1.0,Urban,N
470,LP002515,Male,Yes,1,Graduate,Yes,34500,20790.0,1620000.0,360.0,1.0,Semiurban,Y
156,LP001541,Male,Yes,1,Graduate,No,60000,0.0,1600000.0,360.0,,Rural,Y
508,LP002626,Male,Yes,0,Graduate,Yes,24790,30130.0,1880000.0,360.0,1.0,Urban,Y
519,LP002684,Female,No,0,Not Graduate,No,34000,0.0,950000.0,360.0,1.0,Rural,N
138,LP001492,Male,No,0,Graduate,No,149990,0.0,2420000.0,360.0,0.0,Semiurban,N
212,LP001713,Male,Yes,1,Graduate,Yes,77870,0.0,2400000.0,360.0,1.0,Urban,Y
104,LP001357,Male,,,Graduate,No,38160,7540.0,1600000.0,360.0,1.0,Urban,Y
523,LP002693,Male,Yes,2,Graduate,Yes,79480,71660.0,4800000.0,360.0,1.0,Rural,Y
520,LP002689,Male,Yes,2,Not Graduate,No,21920,17420.0,450000.0,360.0,1.0,Semiurban,Y
524,LP002697,Male,No,0,Graduate,No,46800,20870.0,,360.0,1.0,Semiurban,N
215,LP001720,Male,Yes,3+,Not Graduate,No,38500,9830.0,1000000.0,360.0,1.0,Semiurban,Y
546,LP002768,Male,No,0,Not Graduate,No,33580,0.0,800000.0,36.0,1.0,Semiurban,N
189,LP001647,Male,Yes,0,Graduate,No,93280,0.0,1880000.0,180.0,1.0,Rural,Y
214,LP001716,Male,Yes,0,Graduate,No,31730,30210.0,1370000.0,360.0,1.0,Urban,Y
565,LP002833,Male,Yes,0,Not Graduate,No,44670,0.0,1200000.0,360.0,,Rural,Y
204,LP001691,Male,Yes,2,Not Graduate,No,39170,0.0,1240000.0,360.0,1.0,Semiurban,Y
234,LP001778,Male,Yes,1,Graduate,No,31550,17790.0,1400000.0,360.0,1.0,Semiurban,Y
259,LP001864,Male,Yes,3+,Not Graduate,No,49310,0.0,1280000.0,360.0,,Semiurban,N
67,LP001233,Male,Yes,1,Graduate,No,107500,0.0,3120000.0,360.0,1.0,Urban,Y
24,LP001052,Male,Yes,1,Graduate,,37170,29250.0,1510000.0,360.0,,Semiurban,N
381,LP002229,Male,No,0,Graduate,No,59410,42320.0,2960000.0,360.0,1.0,Semiurban,Y
216,LP001722,Male,Yes,0,Graduate,No,1500,18000.0,1350000.0,360.0,1.0,Rural,N
300,LP001964,Male,Yes,0,Not Graduate,No,18000,29340.0,930000.0,360.0,0.0,Urban,N
468,LP002502,Female,Yes,2,Not Graduate,,2100,29170.0,980000.0,360.0,1.0,Semiurban,Y
223,LP001749,Male,Yes,0,Graduate,No,75780,10100.0,1750000.0,,1.0,Semiurban,Y
129,LP001465,Male,Yes,0,Graduate,No,60800,25690.0,1820000.0,360.0,,Rural,N
349,LP002138,Male,Yes,0,Graduate,No,26250,62500.0,1870000.0,360.0,1.0,Rural,Y
111,LP001387,Female,Yes,0,Graduate,,29290,23330.0,1390000.0,360.0,1.0,Semiurban,Y
166,LP001577,Female,Yes,0,Graduate,No,45830,0.0,1120000.0,360.0,1.0,Rural,N
267,LP001882,Male,Yes,3+,Graduate,No,43330,18110.0,1600000.0,360.0,0.0,Urban,Y
207,LP001698,Male,No,0,Not Graduate,No,39750,25310.0,550000.0,360.0,1.0,Rural,Y
438,LP002403,Male,No,0,Graduate,Yes,104160,0.0,1870000.0,360.0,0.0,Urban,N
40,LP001119,Male,No,0,Graduate,No,36000,0.0,800000.0,360.0,1.0,Urban,N
274,LP001896,Male,Yes,2,Graduate,No,39000,0.0,900000.0,360.0,1.0,Semiurban,Y
528,LP002714,Male,No,1,Not Graduate,No,26790,13020.0,940000.0,360.0,1.0,Semiurban,Y
79,LP001264,Male,Yes,3+,Not Graduate,Yes,33330,21660.0,1300000.0,360.0,,Semiurban,Y
476,LP002529,Male,Yes,2,Graduate,No,67000,17500.0,2300000.0,300.0,1.0,Semiurban,Y
478,LP002531,Male,Yes,1,Graduate,Yes,166670,22500.0,860000.0,360.0,1.0,Semiurban,Y
327,LP002082,Male,Yes,0,Graduate,Yes,58180,21600.0,1840000.0,360.0,1.0,Semiurban,Y
13,LP001029,Male,No,0,Graduate,No,18530,28400.0,1140000.0,360.0,1.0,Rural,N
287,LP001926,Male,Yes,0,Graduate,No,37040,20000.0,1200000.0,360.0,1.0,Rural,Y
326,LP002068,Male,No,0,Graduate,No,49170,0.0,1300000.0,360.0,0.0,Rural,Y
121,LP001430,Female,No,0,Graduate,No,41660,0.0,440000.0,360.0,1.0,Semiurban,Y
251,LP001836,Female,No,2,Graduate,No,34270,0.0,1380000.0,360.0,1.0,Urban,N
228,LP001760,Male,,,Graduate,No,47580,0.0,1580000.0,480.0,1.0,Semiurban,Y
416,LP002341,Female,No,1,Graduate,No,26000,0.0,1600000.0,360.0,1.0,Urban,N
360,LP002161,Female,No,1,Graduate,No,47230,0.0,810000.0,360.0,1.0,Semiurban,N
161,LP001562,Male,Yes,0,Graduate,No,79330,0.0,2750000.0,360.0,1.0,Urban,N
83,LP001273,Male,Yes,0,Graduate,No,60000,22500.0,2650000.0,360.0,,Semiurban,N
445,LP002429,Male,Yes,1,Graduate,Yes,34660,12100.0,1300000.0,360.0,1.0,Rural,Y
117,LP001405,Male,Yes,1,Graduate,No,22140,13980.0,850000.0,360.0,,Urban,Y
374,LP002209,Female,No,0,Graduate,,27640,14590.0,1100000.0,360.0,1.0,Urban,Y
481,LP002536,Male,Yes,3+,Not Graduate,No,30950,0.0,1130000.0,360.0,1.0,Rural,Y
513,LP002648,Male,Yes,0,Graduate,No,21300,66660.0,700000.0,180.0,1.0,Semiurban,N
464,LP002493,Male,No,0,Graduate,No,41660,0.0,980000.0,360.0,0.0,Semiurban,N
25,LP001066,Male,Yes,0,Graduate,Yes,95600,0.0,1910000.0,360.0,1.0,Semiurban,Y
110,LP001385,Male,No,0,Graduate,No,53160,0.0,1360000.0,360.0,1.0,Urban,Y
149,LP001520,Male,Yes,0,Graduate,No,48600,8300.0,1250000.0,360.0,1.0,Semiurban,Y
413,LP002332,Male,Yes,0,Not Graduate,No,22530,20330.0,1100000.0,360.0,1.0,Rural,Y
152,LP001531,Male,No,0,Graduate,No,91660,0.0,2440000.0,360.0,1.0,Urban,N
16,LP001034,Male,No,1,Not Graduate,No,35960,0.0,1000000.0,240.0,,Urban,Y
514,LP002652,Male,No,0,Graduate,No,58150,36660.0,3110000.0,360.0,1.0,Rural,N
331,LP002098,Male,No,0,Graduate,No,29350,0.0,980000.0,360.0,1.0,Semiurban,Y
109,LP001384,Male,Yes,3+,Not Graduate,No,20710,7540.0,940000.0,480.0,1.0,Semiurban,Y
534,LP002731,Female,No,0,Not Graduate,Yes,181650,0.0,1250000.0,360.0,1.0,Urban,Y
461,LP002484,Male,Yes,3+,Graduate,No,77400,0.0,1280000.0,180.0,1.0,Urban,Y
525,LP002699,Male,Yes,2,Graduate,Yes,175000,0.0,4000000.0,360.0,1.0,Rural,Y
139,LP001493,Male,Yes,2,Not Graduate,No,42000,14300.0,1290000.0,360.0,1.0,Rural,N
237,LP001788,Female,No,0,Graduate,Yes,34630,0.0,1220000.0,360.0,,Urban,Y
451,LP002447,Male,Yes,2,Not Graduate,No,19580,14560.0,600000.0,300.0,,Urban,Y
260,LP001865,Male,Yes,1,Graduate,No,60830,42500.0,3300000.0,360.0,,Urban,Y
352,LP002141,Male,Yes,3+,Graduate,No,26660,20830.0,950000.0,360.0,1.0,Rural,Y
270,LP001888,Female,No,0,Graduate,No,32370,0.0,300000.0,360.0,1.0,Urban,Y
317,LP002036,Male,Yes,0,Graduate,No,20580,21340.0,880000.0,360.0,,Urban,Y
323,LP002055,Female,No,0,Graduate,No,31660,29850.0,1320000.0,360.0,,Rural,Y
554,LP002789,Male,Yes,0,Graduate,No,35930,42660.0,1320000.0,180.0,0.0,Rural,N
248,LP001824,Male,Yes,1,Graduate,No,28820,18430.0,1230000.0,480.0,1.0,Semiurban,Y
450,LP002446,Male,Yes,2,Not Graduate,No,23090,12550.0,1250000.0,360.0,0.0,Rural,N
410,LP002318,Female,No,1,Not Graduate,Yes,38670,0.0,620000.0,360.0,1.0,Semiurban,N
499,LP002602,Male,No,0,Graduate,No,62830,44160.0,2090000.0,360.0,0.0,Rural,N
547,LP002772,Male,No,0,Graduate,No,25260,17830.0,1450000.0,360.0,1.0,Rural,Y
19,LP001041,Male,Yes,0,Graduate,,26000,35000.0,1150000.0,,1.0,Urban,Y
328,LP002086,Female,Yes,0,Graduate,No,43330,24510.0,1100000.0,360.0,1.0,Urban,N
296,LP001953,Male,Yes,1,Graduate,No,68750,0.0,2000000.0,360.0,1.0,Semiurban,Y
542,LP002753,Female,No,1,Graduate,,36520,0.0,950000.0,360.0,1.0,Semiurban,Y
269,LP001884,Female,No,1,Graduate,No,28760,15600.0,900000.0,360.0,1.0,Urban,Y
363,LP002178,Male,Yes,0,Graduate,No,30130,30330.0,950000.0,300.0,,Urban,Y
226,LP001754,Male,Yes,,Not Graduate,Yes,47350,0.0,1380000.0,360.0,1.0,Urban,N
94,LP001325,Male,No,0,Not Graduate,No,36200,0.0,250000.0,120.0,1.0,Semiurban,Y
3,LP001006,Male,Yes,0,Not Graduate,No,25830,23580.0,1200000.0,360.0,1.0,Urban,Y
258,LP001859,Male,Yes,0,Graduate,No,146830,21000.0,3040000.0,360.0,1.0,Rural,N
125,LP001443,Female,No,0,Graduate,No,36920,0.0,930000.0,360.0,,Rural,Y
280,LP001910,Male,No,1,Not Graduate,Yes,40530,24260.0,1580000.0,360.0,0.0,Urban,N
286,LP001925,Female,No,0,Graduate,Yes,26000,17170.0,990000.0,300.0,1.0,Semiurban,N
77,LP001259,Male,Yes,1,Graduate,Yes,10000,30220.0,1100000.0,360.0,1.0,Urban,N
575,LP002868,Male,Yes,2,Graduate,No,31590,4610.0,1080000.0,84.0,1.0,Urban,Y
444,LP002424,Male,Yes,0,Graduate,No,73330,83330.0,1750000.0,300.0,,Rural,Y
184,LP001639,Female,Yes,0,Graduate,No,36250,0.0,1080000.0,360.0,1.0,Semiurban,Y
371,LP002197,Male,Yes,2,Graduate,No,51850,0.0,1550000.0,360.0,1.0,Semiurban,Y
608,LP002974,Male,Yes,0,Graduate,No,32320,19500.0,1080000.0,360.0,1.0,Rural,Y
275,LP001900,Male,Yes,1,Graduate,No,27500,18420.0,1150000.0,360.0,1.0,Semiurban,Y
578,LP002877,Male,Yes,1,Graduate,No,17820,22320.0,1070000.0,360.0,1.0,Rural,Y
182,LP001636,Male,Yes,0,Graduate,No,46000,0.0,730000.0,180.0,1.0,Semiurban,Y
32,LP001097,Male,No,1,Graduate,Yes,46920,0.0,1060000.0,360.0,1.0,Rural,N
80,LP001265,Female,No,0,Graduate,No,38460,0.0,1110000.0,360.0,1.0,Semiurban,Y
307,LP001994,Female,No,0,Graduate,No,24000,18630.0,1040000.0,360.0,0.0,Urban,N
11,LP001027,Male,Yes,2,Graduate,,25000,18400.0,1090000.0,360.0,1.0,Urban,Y
43,LP001131,Male,Yes,0,Graduate,No,39410,23360.0,1340000.0,360.0,1.0,Semiurban,Y
86,LP001280,Male,Yes,2,Not Graduate,No,33330,20000.0,990000.0,360.0,,Semiurban,Y
36,LP001109,Male,Yes,0,Graduate,No,18280,13300.0,1000000.0,,0.0,Urban,N
58,LP001198,Male,Yes,1,Graduate,No,80800,22500.0,1800000.0,360.0,1.0,Urban,Y
41,LP001120,Male,No,0,Graduate,No,18000,12130.0,470000.0,360.0,1.0,Urban,Y
411,LP002319,Male,Yes,0,Graduate,,62560,0.0,1600000.0,360.0,,Urban,Y
209,LP001702,Male,No,0,Graduate,No,34180,0.0,1270000.0,360.0,1.0,Semiurban,N
148,LP001519,Female,No,0,Graduate,No,100000,16660.0,2250000.0,360.0,1.0,Rural,N
123,LP001432,Male,Yes,2,Graduate,No,29570,0.0,810000.0,360.0,1.0,Semiurban,Y
98,LP001334,Male,Yes,0,Not Graduate,No,41880,0.0,1150000.0,180.0,1.0,Semiurban,Y
377,LP002223,Male,Yes,0,Graduate,No,43100,0.0,1300000.0,360.0,,Semiurban,Y
130,LP001469,Male,No,0,Graduate,Yes,201660,0.0,6500000.0,480.0,,Urban,Y
23,LP001050,,Yes,2,Not Graduate,No,33650,19170.0,1120000.0,360.0,0.0,Rural,N
540,LP002741,Female,Yes,1,Graduate,No,46080,28450.0,1400000.0,180.0,1.0,Semiurban,Y
370,LP002194,Female,No,0,Graduate,Yes,157590,0.0,550000.0,360.0,1.0,Semiurban,Y
512,LP002643,Male,Yes,2,Graduate,No,32830,20350.0,1480000.0,360.0,1.0,Urban,Y
383,LP002234,Male,No,0,Graduate,Yes,71670,0.0,1280000.0,360.0,1.0,Urban,Y
201,LP001677,Male,No,2,Graduate,No,49230,0.0,1660000.0,360.0,0.0,Semiurban,Y
368,LP002190,Male,Yes,1,Graduate,No,63250,0.0,1750000.0,360.0,1.0,Semiurban,Y
387,LP002243,Male,Yes,0,Not Graduate,No,30100,31360.0,,360.0,0.0,Urban,N
292,LP001940,Male,Yes,2,Graduate,No,31530,15600.0,1340000.0,360.0,1.0,Urban,Y
256,LP001849,Male,No,0,Not Graduate,No,60450,0.0,1150000.0,360.0,0.0,Rural,N
197,LP001669,Female,No,0,Not Graduate,No,19070,23650.0,1200000.0,,1.0,Urban,Y
95,LP001326,Male,No,0,Graduate,,67820,0.0,,360.0,,Urban,N
594,LP002938,Male,Yes,0,Graduate,Yes,161200,0.0,2600000.0,360.0,1.0,Urban,Y
169,LP001580,Male,Yes,2,Graduate,No,80000,0.0,2000000.0,360.0,1.0,Semiurban,Y
305,LP001990,Male,No,0,Not Graduate,No,20000,0.0,,360.0,1.0,Urban,N
373,LP002205,Male,No,1,Graduate,No,30620,19870.0,1110000.0,180.0,0.0,Urban,N
227,LP001758,Male,Yes,2,Graduate,No,62500,16950.0,2100000.0,360.0,1.0,Semiurban,Y
143,LP001507,Male,Yes,0,Graduate,No,26980,20340.0,1220000.0,360.0,1.0,Semiurban,Y
180,LP001633,Male,Yes,1,Graduate,No,64000,72500.0,1800000.0,360.0,0.0,Urban,N
131,LP001473,Male,No,0,Graduate,No,20140,19290.0,740000.0,360.0,1.0,Urban,Y
47,LP001144,Male,Yes,0,Graduate,No,58210,0.0,1440000.0,360.0,1.0,Urban,Y
324,LP002065,Male,Yes,3+,Graduate,No,150000,0.0,3000000.0,360.0,1.0,Rural,Y
203,LP001688,Male,Yes,1,Not Graduate,No,35000,10830.0,1350000.0,360.0,1.0,Urban,Y
84,LP001275,Male,Yes,1,Graduate,No,39880,0.0,500000.0,240.0,1.0,Urban,Y
398,LP002284,Male,No,0,Not Graduate,No,39020,16660.0,1090000.0,360.0,1.0,Rural,Y
91,LP001318,Male,Yes,2,Graduate,No,62500,56540.0,1880000.0,180.0,1.0,Semiurban,Y
82,LP001267,Female,Yes,2,Graduate,No,13780,18810.0,1670000.0,360.0,1.0,Urban,N
430,LP002377,Female,No,1,Graduate,Yes,86240,0.0,1500000.0,360.0,1.0,Semiurban,Y
119,LP001422,Female,No,0,Graduate,No,104080,0.0,2590000.0,360.0,1.0,Urban,Y
291,LP001938,Male,Yes,2,Graduate,No,44000,0.0,1270000.0,360.0,0.0,Semiurban,N
57,LP001197,Male,Yes,0,Graduate,No,33660,22000.0,1350000.0,360.0,1.0,Rural,N
321,LP002053,Male,Yes,3+,Graduate,No,43420,1890.0,1240000.0,360.0,1.0,Semiurban,Y
257,LP001854,Male,Yes,3+,Graduate,No,52500,0.0,940000.0,360.0,1.0,Urban,N
586,LP002916,Male,Yes,0,Graduate,No,22970,15220.0,1040000.0,360.0,1.0,Urban,Y
442,LP002418,Male,No,3+,Not Graduate,No,47070,19930.0,1480000.0,360.0,1.0,Semiurban,Y
42,LP001123,Male,Yes,0,Graduate,No,24000,0.0,750000.0,360.0,,Urban,Y
388,LP002244,Male,Yes,0,Graduate,No,23330,24170.0,1360000.0,360.0,1.0,Urban,Y
335,LP002106,Male,Yes,,Graduate,Yes,55030,44900.0,700000.0,,1.0,Semiurban,Y
273,LP001894,Male,Yes,0,Graduate,No,26200,22230.0,1500000.0,360.0,1.0,Semiurban,Y
488,LP002555,Male,Yes,2,Graduate,Yes,45830,20830.0,1600000.0,360.0,1.0,Semiurban,Y
550,LP002778,Male,Yes,2,Graduate,Yes,66330,0.0,,360.0,0.0,Rural,N
53,LP001179,Male,Yes,2,Graduate,No,46160,0.0,1340000.0,360.0,1.0,Urban,N
579,LP002888,Male,No,0,Graduate,,31820,29170.0,1610000.0,360.0,1.0,Urban,Y
128,LP001451,Male,Yes,1,Graduate,Yes,105130,38500.0,1600000.0,180.0,0.0,Urban,N
28,LP001086,Male,No,0,Not Graduate,No,14420,0.0,350000.0,360.0,1.0,Urban,N
183,LP001637,Male,Yes,1,Graduate,No,338460,0.0,2600000.0,360.0,1.0,Semiurban,N
459,LP002473,Male,Yes,0,Graduate,No,83340,0.0,1600000.0,360.0,1.0,Semiurban,N
510,LP002637,Male,No,0,Not Graduate,No,35980,12870.0,1000000.0,360.0,1.0,Rural,N
151,LP001529,Male,Yes,0,Graduate,Yes,25770,37500.0,1520000.0,360.0,1.0,Rural,Y
244,LP001811,Male,Yes,0,Not Graduate,No,34060,44170.0,1230000.0,360.0,1.0,Semiurban,Y
543,LP002755,Male,Yes,1,Not Graduate,No,22390,25240.0,1280000.0,360.0,1.0,Urban,Y
544,LP002757,Female,Yes,0,Not Graduate,No,30170,6630.0,1020000.0,360.0,,Semiurban,Y
265,LP001875,Male,No,0,Graduate,No,40950,34470.0,1510000.0,360.0,1.0,Rural,Y
288,LP001931,Female,No,0,Graduate,No,41240,0.0,1150000.0,360.0,1.0,Semiurban,Y
423,LP002362,Male,Yes,1,Graduate,No,72500,16670.0,1100000.0,,0.0,Urban,N
147,LP001518,Male,Yes,1,Graduate,No,15380,14250.0,300000.0,360.0,1.0,Urban,Y
177,LP001610,Male,Yes,3+,Graduate,No,55160,113000.0,4950000.0,360.0,0.0,Semiurban,N
99,LP001343,Male,Yes,0,Graduate,No,17590,35410.0,1310000.0,360.0,1.0,Semiurban,Y
448,LP002443,Male,Yes,2,Graduate,No,33400,17100.0,1500000.0,360.0,0.0,Rural,N
431,LP002379,Male,No,0,Graduate,No,65000,0.0,1050000.0,360.0,0.0,Rural,N
115,LP001401,Male,Yes,1,Graduate,No,145830,0.0,1850000.0,180.0,1.0,Rural,Y
72,LP001248,Male,No,0,Graduate,No,35000,0.0,810000.0,300.0,1.0,Semiurban,Y
537,LP002738,Male,No,2,Graduate,No,36170,0.0,1070000.0,360.0,1.0,Semiurban,Y
174,LP001603,Male,Yes,0,Not Graduate,Yes,43440,7360.0,870000.0,360.0,1.0,Semiurban,N
87,LP001282,Male,Yes,0,Graduate,No,25000,21180.0,1040000.0,360.0,1.0,Semiurban,Y
551,LP002784,Male,Yes,1,Not Graduate,No,24920,23750.0,,360.0,1.0,Rural,Y
486,LP002545,Male,No,2,Graduate,No,35470,0.0,800000.0,360.0,0.0,Rural,N
314,LP002024,,Yes,0,Graduate,No,24730,18430.0,1590000.0,360.0,1.0,Rural,N
396,LP002277,Female,No,0,Graduate,No,31800,0.0,710000.0,360.0,0.0,Urban,N
600,LP002949,Female,No,3+,Graduate,,4160,416670.0,3500000.0,180.0,,Urban,N
472,LP002519,Male,Yes,3+,Graduate,No,46910,0.0,1000000.0,360.0,1.0,Semiurban,Y
70,LP001243,Male,Yes,0,Graduate,No,32080,30660.0,1720000.0,360.0,1.0,Urban,Y
599,LP002948,Male,Yes,2,Graduate,No,57800,0.0,1920000.0,360.0,1.0,Urban,Y
277,LP001904,Male,Yes,0,Graduate,No,31030,13000.0,800000.0,360.0,1.0,Urban,Y
9,LP001020,Male,Yes,1,Graduate,No,128410,109680.0,3490000.0,360.0,1.0,Semiurban,N
359,LP002160,Male,Yes,3+,Graduate,No,51670,31670.0,2000000.0,360.0,1.0,Semiurban,Y
192,LP001657,Male,Yes,0,Not Graduate,No,60330,0.0,1600000.0,360.0,1.0,Urban,N
559,LP002804,Female,Yes,0,Graduate,No,41800,23060.0,1820000.0,360.0,1.0,Semiurban,Y
